serial,B1,I1,N1,G1,O1,B2,I2,N2,G2,O2,B3,I3,N3,G3,O3,B4,I4,N4,G4,O4,B5,I5,N5,G5,O5,firma
1931,12,17,34,57,70,1,22,38,47,65,4,19,LIBRE,59,61,7,30,42,53,69,6,20,31,54,75,d23c66d8108c309ecb546b73889c6fb22c6f5f49a24a352205462492cdb70662
1932,9,20,42,53,61,14,23,43,59,65,4,27,LIBRE,57,62,10,25,44,48,74,6,19,39,54,71,ad2afcff9b50ac1f3b7587e9455b2f37865fa176220373c890baec1b2de40845
1933,7,25,40,50,68,10,23,45,47,70,2,30,LIBRE,46,65,3,28,36,59,69,13,29,44,56,67,e60fa1fc13ea80f9f2f1698e0b729c0fe32fc33728f911a9b742d671561bc6a1
1934,6,23,37,54,69,13,18,31,53,65,3,26,LIBRE,47,74,14,27,32,50,72,4,17,35,56,61,c7add3f46b2bab267314eff33534aabb6b843f7bda96b03e028c56d036d2f2cd
1935,11,19,35,50,62,5,22,44,54,74,8,21,LIBRE,47,75,14,23,31,52,68,15,30,36,55,70,4b6ee52f4ddaad061724126f07a273dc24a8587bcad29ff013f7c669e25cc6de
1936,12,24,35,46,71,1,18,45,55,70,8,23,LIBRE,54,75,6,30,31,47,65,7,28,34,48,69,dee32e0b40f42bd33da3858610b3799dc8411a10de7a49b6461bfc32c662bc94
1937,7,24,40,57,68,6,18,33,53,69,11,25,LIBRE,60,64,13,28,39,49,66,14,17,37,56,74,127e956a00c0135f896e723a2df4ff4aa09539c4c4538477d350349022a81ba0
1938,9,28,32,52,66,5,18,33,54,61,8,30,LIBRE,49,73,14,24,38,60,70,2,25,43,47,62,f98fcec6b297fd8454eb6c7b4f3cca0e39ed804136cd6bb8579aa4be5174522e
1939,2,30,39,46,64,5,22,34,48,74,8,18,LIBRE,60,70,14,20,45,52,72,3,27,33,54,75,5b77df32acb29d1a0cc07ea85c54e8618e83facf0999b5cb98f656859a02de95
1940,9,19,35,49,67,8,23,44,50,64,7,20,LIBRE,60,69,15,29,32,57,74,1,27,36,55,68,9c025154856ad2620ebf97516188e578ae051a3a4568bf3e1c2a543c6c251e46
1941,5,30,38,53,72,1,28,45,49,64,10,19,LIBRE,58,71,3,18,35,51,70,2,17,33,56,63,e6051d905d471353a24e38f6fe2cad47ad98b5a8a40c49d1acde8325a654a984
1942,6,29,42,53,69,3,23,34,47,64,12,26,LIBRE,58,74,7,21,41,46,73,2,25,45,51,65,63f14ae95320a63f04c274fe82aff7498ad93ceba350bfc90c1a9bb17bcd2ee1
1943,13,19,37,47,61,5,27,42,52,67,15,18,LIBRE,59,71,6,24,36,56,75,7,16,35,58,62,28fe66c59b1a73d6651bb46e67b6c500d1f9c740543230176956783aa6332f1c
1944,11,28,36,51,67,15,26,43,47,65,7,24,LIBRE,53,71,5,18,42,56,72,12,25,34,46,73,f287b1f35526fe024463de8d41d4f129f1908bc8b85c67a734fedb4cf35fcbb8
1945,9,26,36,60,67,12,28,34,54,75,5,27,LIBRE,48,73,10,17,33,51,70,3,30,42,53,63,dc6375995c50b8ec617c16a582a5ed5a7f03641baf5488fd86a27822c6b9cc4c
1946,4,21,35,46,75,9,24,41,50,68,6,22,LIBRE,56,66,7,26,37,60,61,8,27,44,49,67,ea120fe405bcf32f45fc8eb26186fdf7779f7ddf75f1691780343763eb778911
1947,13,18,39,48,75,5,19,43,55,67,11,30,LIBRE,47,69,12,17,38,57,66,9,29,44,46,72,97a0506f119bbdbec940dd4667a21fb5f5b7ae36b12922c49c2865bef07e005f
1948,12,26,44,58,74,10,22,42,48,67,4,24,LIBRE,51,70,9,27,32,46,66,5,21,38,60,65,f6a864b585a9fe62cca7a25e91709eeb62154b99b5acc94ede2bc5d3e979b5b1
1949,5,23,32,53,69,7,24,34,46,67,15,28,LIBRE,47,61,6,20,43,48,75,4,25,42,54,62,85dfa01600211c5ebbbdf42a1f8d1cc95864b6d7de47b81940a9561bbfffd2df
1950,15,22,31,46,68,10,29,33,54,75,5,30,LIBRE,56,70,13,18,44,59,62,4,25,34,57,69,ead318c7a0374caa1a70211115a658b138efeb81f74b811ee26376570ebf423e
1951,3,25,32,51,75,10,22,39,58,73,15,23,LIBRE,53,69,2,24,44,49,74,11,20,40,47,61,da92268dcc55ea992236f35fb61f28b262f37fa5e1448987f1cff5f223f5e86d
1952,2,30,43,50,73,7,16,32,59,69,13,29,LIBRE,58,62,11,26,34,53,75,5,22,33,60,64,4800d789505ffb64cf4a98ede7a2f3b589acc690966ad10a16bb62ee38c5dfa6
1953,1,21,38,60,64,5,23,35,52,75,9,30,LIBRE,59,62,15,17,41,47,70,2,27,39,46,71,ee3e18dc19c0c840cc8b6dae7fc359c28470237e0fa45a5ea191214a5cd22d1f
1954,13,27,32,47,66,1,24,36,55,73,15,19,LIBRE,57,62,12,29,39,49,63,7,16,43,53,65,99a6d01253e6f81a6aab73fe18b86d8d9baf6657077f010a4990de23501f67eb
1955,7,22,45,54,61,10,25,32,57,66,11,28,LIBRE,59,69,5,24,37,49,75,12,17,42,46,74,b0ae72588d9a1aca91faaccdde3da753df61628026a4557351baa67e29632ccc
1956,13,22,31,56,63,14,16,45,58,65,1,23,LIBRE,49,72,12,24,39,60,69,7,19,35,59,74,e70ac04f73d8d186601d60c176e4f9b78b651bb119ea63f9a279522ac3b40080
1957,1,22,34,46,64,13,25,43,48,62,15,19,LIBRE,60,65,2,24,42,55,66,9,21,35,51,67,1134270624e12749d65703c8cbe08865ae10b290a7ab8073b3063b062a31bb26
1958,2,24,39,55,73,5,20,34,57,66,14,18,LIBRE,52,63,11,23,37,53,74,4,16,45,50,67,2e95663d2f4c0ea0455ff23b8cab363196542133cc4b73023b690b2251af86b7
1959,12,18,45,47,71,5,22,38,50,69,10,25,LIBRE,53,72,6,23,34,56,75,2,17,31,58,67,dd99c15952f4df350a5b8b8bdec85607764d5dafae05fb5dccbe33f4225646f4
1960,6,17,38,56,74,4,16,32,60,66,12,28,LIBRE,51,64,7,27,44,55,69,14,21,45,54,70,34474c315c5e3f0f3c556fbdb2296d1ac00c65caf70af932e69453208af457c9
1961,4,23,41,47,66,6,22,38,49,72,8,29,LIBRE,56,67,3,18,45,50,65,10,27,39,55,64,b49aedd5468e6cf3c33fbbe9985365780ab0fc904781f910cad26443df35c7c8
1962,1,16,33,49,61,10,24,31,48,74,3,30,LIBRE,55,72,14,27,44,56,64,6,21,42,46,73,4310214106866a1f719cf85b07267c874e9382da8c8d84633e1ef550a5ad1ce6
1963,15,19,34,53,69,1,23,32,55,64,9,17,LIBRE,59,68,5,26,35,47,72,8,18,40,56,71,0a98ec9af1a71c5e30bc35243e7c584a5d50772ec913365f091b6505d1663b0c
1964,10,25,38,53,67,4,28,35,51,73,8,23,LIBRE,56,69,14,27,32,59,71,2,18,34,47,75,4c18b80ca0c7d1579b9d8c9a79b4352f7f8838a7092e562c34ded4e912fcd90e
1965,14,26,35,48,64,8,25,42,51,66,5,21,LIBRE,50,69,9,27,38,58,70,1,19,37,52,62,8eda90b1e9fa910429b855fdd3d8641b708e2eb4324f6125823e613443e8d205
1966,4,26,37,58,68,12,21,41,47,62,14,23,LIBRE,54,73,3,25,31,57,72,8,17,40,52,65,3fb89bde6d279bf23c4ca9542114191303799a33dc4ebb47c2fbf8941cb80324
1967,5,16,32,59,63,4,28,41,58,71,1,20,LIBRE,55,69,6,23,37,47,70,12,29,34,48,62,05d22f2630f8235e6faa8285882399f26b6a574da9cb142623d815a3c34d451d
1968,5,26,41,60,70,4,27,31,46,68,11,29,LIBRE,54,74,10,25,43,59,63,1,18,34,50,65,50eb8739c2b9687a007d7faec5962ce7401a205a930a73763929cabb88e40684
1969,4,21,43,57,62,11,20,36,60,75,3,28,LIBRE,49,68,7,23,32,51,74,2,25,35,54,64,f9f126f33f8f47c3869f533ba5e885ba7f84e22abbfc6eb850d5a818aefdd485
1970,8,21,40,52,65,5,22,45,55,72,2,27,LIBRE,60,61,1,16,31,53,75,6,20,41,58,69,f23bb97d0b6544b114af57f3012fe214e11bd8e81b4843c6cc689c324c6ccba0
1971,14,27,34,50,62,10,26,37,59,67,7,16,LIBRE,52,64,5,22,39,60,73,2,17,45,48,65,d2d757507c3aad0a6daab4bc884dc8fe3e863154d4361ccd49f61aacf0d056f8
1972,6,28,43,59,70,11,19,33,60,63,3,21,LIBRE,54,72,8,24,39,46,69,2,22,32,57,75,47fa844e1f194727d423d454f8454690fbe4fde5a7a05e31f5ec017f0b5b8317
1973,1,27,34,50,70,15,30,31,48,66,6,28,LIBRE,46,73,9,25,43,55,69,3,18,36,60,61,46883c0227258e55a048b217a18acb8aa991acc746d4ae715b9444d3e7d6cb3a
1974,14,26,32,58,72,12,16,34,57,67,8,23,LIBRE,50,74,3,24,40,52,71,1,27,35,60,68,1f9da69f603811fd0263fa76f9b9e1a354a72f4ec6aa9e96fe240cb5db816f27
1975,15,26,45,54,72,10,23,40,47,71,14,29,LIBRE,59,67,8,16,38,46,65,5,22,41,58,63,f09aeaf8934303a68e0d829c3fdbcc1abaf3fffd271845324b11c9d959e9f3a7
1976,1,22,34,47,64,10,29,43,51,68,4,23,LIBRE,55,65,12,27,42,48,66,2,26,35,57,73,9df4f9ce1bcb1229ad36bea46f01d6861426181d55d83ad024be47c3b355b3c8
1977,14,17,34,48,72,5,16,39,49,73,8,21,LIBRE,59,65,11,27,37,46,61,1,23,35,55,66,fede7ca54f9616e66a8262bb5176a637c7a558b1dfe794b02c91ef51ca4bf641
1978,3,17,42,58,65,11,20,45,49,70,5,27,LIBRE,53,68,10,28,44,57,61,9,23,39,56,73,e52a18c75bbbbdf20222c6fc44eb257842d3f1b8e06aa53f1e1105b92f68d267
1979,1,18,33,59,70,4,26,40,55,69,15,20,LIBRE,57,62,5,29,39,50,72,6,27,43,56,66,5c3fad69d6cf691bb6065dbf981a9c9f4d11f73d12569239b6aca27dcb8798ed
1980,13,30,41,54,62,4,22,31,55,64,12,18,LIBRE,48,69,5,27,37,58,68,7,23,36,57,70,35d1767d71889cb69d0f5a51737a1bde7a932f18f2f54761b4659cbf7e9c9b1c
1981,12,20,38,50,70,4,19,41,60,74,9,23,LIBRE,54,67,6,24,31,52,66,13,25,39,57,69,aef606665065c6c5fe1d60c25c72e38c59f4b6e5efbc5cc702ef3bb3c2f1d7e3
1982,6,24,43,55,75,11,18,31,50,61,15,22,LIBRE,49,67,9,17,38,58,64,10,27,34,56,71,2ee30b81ad70918415e23802a205d589cbc0bce8cc69fc52917d60d900336bb4
1983,7,20,38,56,63,8,22,43,60,75,12,29,LIBRE,46,61,2,23,39,59,64,1,27,34,58,62,8f23f55112f46ff18e3db4f9a6d66709bf8490b6a3a19410bd18d53231b0f63c
1984,2,20,45,58,67,11,30,40,53,74,1,28,LIBRE,47,72,7,21,44,51,70,6,26,41,50,65,f75a9c83ff833064c3cc8447feaea0f1df752c7f8320b13f20914980d7a25f99
1985,14,24,36,59,71,2,28,40,48,62,13,27,LIBRE,55,70,8,16,39,54,64,15,21,45,57,67,94b20cda35f9c448662fe891462d57cf7b6316acbbeddbb08cbabe45116eab44
1986,11,16,41,56,65,4,24,32,59,70,2,20,LIBRE,47,61,1,26,39,46,75,12,19,37,57,63,ac2c047000fabc2666c0575ce0de19d35a4faf894cfcc57f473a7b9694966fe4
1987,10,20,40,50,62,4,16,43,58,72,1,26,LIBRE,46,67,2,23,44,52,66,11,17,32,47,64,ca82881a6a86a0654b421fc15b5f518b44af2c02541f8c9d59f51fa7c1b53cbf
1988,11,29,37,53,70,6,27,40,46,71,15,30,LIBRE,50,73,1,20,31,56,69,3,17,32,49,72,895a9ec46d05e2bbc933e037464da3ee286084b2585390afbaff576b2a60c84f
1989,2,16,38,52,63,15,23,37,56,67,6,24,LIBRE,50,68,4,17,36,60,75,7,29,45,58,72,1864ea268d9caf1a3a00eed64c8b89f8ede87eb7e3d8224f51899d930e36033c
1990,8,18,34,48,71,9,29,32,49,70,12,24,LIBRE,56,61,5,28,33,51,74,6,20,40,46,64,c9ab5b972c379e46c32905d37a09c9ea09a3b3fd8f78184235fc198b085ddaa3
1991,7,23,33,49,69,15,30,42,47,74,10,17,LIBRE,58,64,4,21,35,60,70,6,18,36,53,73,95ab632f1bbc712f1e657475986001937586b422467986b6e5e02cebb5f86391
1992,9,18,37,54,64,14,19,43,49,69,6,16,LIBRE,60,68,12,24,42,50,66,13,28,35,56,67,613ad45de0ac4f1cb3af3343ee0e383d7c4cd374f04bfbd87efb105e385b89f2
1993,14,27,32,59,74,15,29,35,48,64,5,22,LIBRE,46,70,8,18,41,56,67,9,20,31,50,69,1e1b1baf161496d14aa30b6d7c48193a5291bbc47c91fb59a8f7bba34a6393c2
1994,11,17,33,56,64,2,27,44,49,72,3,25,LIBRE,57,66,4,19,38,60,67,15,22,42,46,70,3bd97558e55ebce780a895d55134946093b411fd21fbf6d60df0adc3f8341b73
1995,10,21,38,58,68,1,26,43,52,63,13,22,LIBRE,60,73,5,20,33,54,69,9,30,42,46,70,5c83a405190b95c58c9c8aac51568f3ee609e8dd7d3a53cd407b0ea549367933
1996,10,25,39,53,62,1,21,42,60,65,9,23,LIBRE,48,73,7,20,38,58,67,15,28,36,57,68,09328b103a9d84a0fba28f0223c1ac8e0c229aff9ad81ab74eebd8045ce8a20a
1997,15,16,38,59,73,8,28,43,58,61,10,26,LIBRE,50,75,13,30,41,46,62,2,20,44,60,66,748cd406d6176481a7cd220163277f2aad88a608dd1b1f8b5dadd0a634150ae2
1998,10,22,33,57,61,4,23,45,48,72,9,24,LIBRE,53,71,2,21,42,52,74,8,30,35,50,62,e52d4ca824ff299ecf51d11a60180ccca40f8b3d8dfa76bb7974d7a790124af8
1999,1,24,35,54,63,15,19,32,51,72,7,28,LIBRE,47,64,14,21,33,58,71,3,25,42,55,66,329d2ad21ba90c7f3eb34e4097970429e2651a3d86b9b28738d7b91edea07069
2000,7,28,40,60,75,11,16,35,46,67,4,18,LIBRE,54,63,12,21,39,53,64,15,23,43,57,73,a32ea0a62dd11503d986b298e09a0d7d0187c6f566144aba5f4d751f17c1af7b
2001,5,26,34,59,74,6,18,31,55,65,12,25,LIBRE,56,66,2,22,33,50,75,9,30,36,48,61,269b56086f51ed4c4d6fea59b0855f3d4d6cc456cbcde5ba545d5ac1f2f44c0a
2002,1,30,31,52,66,11,21,42,48,63,9,18,LIBRE,50,74,8,22,36,59,73,10,27,40,53,64,bad4d1bebd1a12260123cd7efadac4dd754e3401ddb467a39a413ec4a17e7170
2003,5,27,43,60,66,7,30,40,49,64,14,28,LIBRE,52,72,1,26,31,58,74,8,17,45,48,65,b13c0375b1246c72b9e570720c2129e04a4fed7373f0ee7207554668eb6de023
2004,15,28,43,56,61,6,29,45,59,72,9,20,LIBRE,51,66,12,16,36,57,70,4,26,44,54,75,b2f6206f5084e0119ac27c9395e0c479bb25159dcc7347226a14faaf6c17d1d1
2005,2,24,34,60,62,10,18,31,57,68,3,30,LIBRE,59,67,8,21,40,47,71,7,16,38,55,61,126d8e544a834a9f5213bd3ae2c98ba38adc102c028acb294018266acacf9330
2006,14,27,33,53,71,6,30,45,60,74,9,23,LIBRE,55,69,2,25,35,54,63,4,26,38,48,67,2a9380780aa85832c106bbc1d3000f7fa0165ff55e73f50d4b95d8fb576617ae
2007,12,25,39,47,63,13,22,34,52,72,15,19,LIBRE,60,73,2,26,44,49,65,5,24,43,54,69,e6737a760f15694a22ad34997788381cbb1578ddb47c66979ea0208ec8faa295
2008,6,27,40,59,61,13,18,41,46,68,12,24,LIBRE,56,67,3,21,34,57,66,15,25,42,60,64,68cdf682ed11dbef0d9a249ab461a0840df711059f6ca64de10dc3d331811666
2009,2,19,31,57,64,8,17,37,51,63,1,24,LIBRE,58,68,10,20,38,47,74,4,29,33,49,70,086fb6fce3fd601316a5aea2d016defea4a8228cf6429282acdae3ce8803cacd
2010,2,20,32,57,67,14,17,37,55,61,4,25,LIBRE,56,65,12,19,44,46,70,1,30,41,58,66,d91d507f2c8902d32f38e544bc6d4c93058deecf9ebc94f1db30c8e6ec1addb9
2011,12,28,36,46,63,7,30,44,59,65,14,24,LIBRE,53,62,1,23,31,50,66,3,20,35,55,73,ffb8d2a4b27a43d758f8db7c0961d52a2b016fc5376cd5f8324af8af8c1c65bd
2012,8,24,31,58,72,6,19,38,55,70,4,25,LIBRE,47,63,14,23,33,51,62,1,17,40,60,64,13393e48260b4a5307021d162442d021c813c7e4efaf9a66589133eb05d41e61
2013,5,23,39,46,63,6,18,34,59,73,3,29,LIBRE,56,61,2,25,41,54,74,15,24,37,50,68,c9413fe457e9abc55009cd9921d97d84c54e840673d53aa208ed61e92041e5d4
2014,10,30,40,47,65,9,27,36,53,70,11,29,LIBRE,48,63,1,20,42,55,67,2,24,34,58,71,68c4560a288f660a950ac1ede0c7db8279e07f9db7106f084cf6a9b0ba1285b3
2015,13,22,36,54,71,3,24,34,51,75,15,20,LIBRE,47,65,7,30,39,59,61,12,26,45,53,74,af0e9aad5764fc1317ed5d4542a660d4a53c6f9106f4255bcbce2e9dac7a6297
2016,13,29,31,49,75,3,20,36,57,71,8,21,LIBRE,48,68,1,26,34,56,64,5,25,38,58,74,fe6a12920176890bd35f5aff681dae03c54a86e88e8d94de967bdde09d602908
2017,11,19,36,53,74,8,22,45,54,63,7,26,LIBRE,51,64,5,30,35,56,67,13,28,42,48,61,9cc68aa7bebf0a7035c76c1368aedaf670a12b8aa9be4c843d1b5c29cdd27eb1
2018,5,23,43,48,61,7,25,40,55,72,2,27,LIBRE,59,71,15,29,33,50,68,8,16,36,46,73,96f61bb37c208273652a8172687e20e5f28d97f0b0a042d0d900e123984c030c
2019,7,17,39,58,64,13,24,34,46,72,3,30,LIBRE,60,63,14,28,37,49,68,6,21,35,47,65,05ffd6d8b9e6f27d9197c33c052974ad68c39ea1089a6a01b451ec78025e6347
2020,6,21,36,58,75,4,16,34,56,62,7,17,LIBRE,48,61,11,19,42,52,66,8,23,33,59,67,cc4f848122e21cac80df66aeffbf4a64e2063385f755f7d4f75ccea0688ed115
2021,8,19,41,59,75,5,28,45,55,67,6,16,LIBRE,46,64,1,17,39,57,61,11,20,33,52,68,699a1cb8653ef5ef347ba2daf962bbb8988100c14301ed593781060316e731e8
2022,10,16,32,57,73,13,21,39,59,62,8,20,LIBRE,48,71,12,27,44,53,65,1,26,41,55,66,e490e98d0c5c0bbbadac1b5c4cf32354ff2e2f9fa4e00fce51011ac8057cafbe
2023,10,28,32,49,61,2,21,34,60,75,7,23,LIBRE,59,70,1,16,43,51,71,8,29,42,56,74,ac86c7fd82b1359e9c8d5b8faa7a38002014bbd1f0a800e3f186f20c23c3894b
2024,12,28,41,48,65,3,25,33,54,67,15,27,LIBRE,57,73,6,21,34,53,70,4,17,40,46,68,d22899c15975625390b6451a195cd4d169a0d9ea7d7df4903548bdbd24ff7d60
2025,8,30,34,48,73,15,19,31,60,66,6,26,LIBRE,50,71,10,22,39,49,63,12,23,40,51,64,9195148f0252b178abd0a738aeca968d758ff6203f72e51d0ac9cd9544d8bf60
2026,2,20,41,54,74,8,23,32,60,72,6,19,LIBRE,56,61,9,26,42,48,71,13,30,34,58,70,633838a17fb8d2e2df3266a99641f3796c6e1db903bd600bda1eb44f23ac134c
2027,5,21,41,46,63,13,22,38,52,72,6,23,LIBRE,58,64,9,25,31,53,68,10,27,43,49,62,31e02050de5d98c2557ed3a62ff9d985e78b85afdf6de403f1f5d6807e67e3b0
2028,1,22,31,56,72,8,21,44,57,65,12,29,LIBRE,55,75,13,28,43,51,69,3,30,45,54,63,b807228df0756f51645b5b97cddbaa5d2cc3fe47d52f081d80e972517c1b529e
2029,13,27,41,48,75,5,26,36,49,64,15,21,LIBRE,50,69,10,19,43,59,66,12,24,37,54,70,e87a1985a648aa86a7f492c6b20fc160fdeaf4e4b790e8993244b4de0b969e44
2030,14,16,33,60,72,9,18,34,50,64,6,29,LIBRE,47,70,5,27,37,52,71,8,17,31,55,69,4bba21776b92376c3ce18333e4f30b7edd27569f156b8173bedc7409992ea4f0
2031,6,30,36,57,68,3,25,38,54,61,15,28,LIBRE,60,69,2,18,33,51,72,14,17,43,59,74,8b2b2ac2da00d8e3c6beae859c0963f7b0c56e35a721e7ab93f7e1946e124bd6
2032,8,25,43,56,68,2,18,40,49,63,11,30,LIBRE,51,72,12,16,33,55,70,14,28,44,57,61,97d2700c4708335f249373b9c260c4da336c691f3bf4c7b9a97c36accdfbc528
2033,14,22,39,50,75,4,20,42,46,63,13,17,LIBRE,59,70,2,16,43,54,73,3,26,34,51,68,b9d1d8b92f65930254cbf5be92ebad7303267665f41072b916c566409fc31811
2034,4,27,39,51,67,14,25,38,49,68,8,26,LIBRE,57,70,11,24,42,48,69,1,17,37,59,65,592efa746b4c3a76f03249cfe55b435723b8df2731a8a15e6557faccc20167fe
2035,9,30,32,58,62,2,23,45,50,70,15,27,LIBRE,55,65,1,18,43,53,72,13,26,31,60,66,ce1d674cfd6849cd9c7b278e1ef961b5f9570d13c1973cb458e3d67d8de8e093
2036,5,19,34,49,68,15,22,39,56,66,10,25,LIBRE,46,75,12,20,42,47,69,13,24,36,51,71,82c2f2b7848278286cfbf721c951f5cba725adbfc9293d71104d666a462d5e32
2037,11,28,41,47,65,14,19,42,51,75,7,26,LIBRE,54,63,15,21,35,56,69,13,18,40,58,61,11bdc7e0b1a317795f56913e6993f8323582d55f6880903c70c9d9ef978ca375
2038,12,19,39,48,72,9,16,34,56,68,1,29,LIBRE,59,74,2,26,31,46,61,6,27,32,47,70,3fc1141b568bfdc2829d4059c7927a7a8b7e7873e13b7d9fd9eee52e6654523e
2039,8,24,31,56,63,11,25,34,46,71,10,22,LIBRE,58,72,15,18,41,57,62,3,27,37,60,73,27580f5aa3abb0ecbeed67736807d5f2311de1f56ec0774a6d0be7a99634b545
2040,8,26,39,59,64,5,27,40,58,63,14,21,LIBRE,47,75,3,17,45,52,61,15,16,41,60,72,86dd186f15579746009b7643ec861810b904f45866fd235607eaf4bb22f993d7
2041,12,27,45,55,65,5,29,40,49,71,4,26,LIBRE,59,66,2,30,44,54,64,14,17,39,58,69,a201bc8552a703716791dfc5a31c4fb954ebb0e7fb8e1808adb1c3aea0984db6
2042,6,22,39,55,67,3,20,37,46,71,14,28,LIBRE,48,68,10,25,38,54,61,7,17,33,56,75,8c1eef31c98637362b5468aae5cfe5b58c4a284a3b6a81560f6f5a517807190f
2043,10,29,40,48,61,1,28,36,49,75,4,17,LIBRE,54,73,9,30,39,55,62,7,16,35,47,71,d14bf18b6cc35f7e79c3c62ae695618592e2bc46e0b0975035125d696964c7c0
2044,9,22,45,52,73,2,23,41,48,61,7,18,LIBRE,51,63,11,29,34,47,65,15,25,31,49,70,53970e44e8287e014a8a72fed5225d9871438b3926ccedf87451c80af5b81cc3
2045,7,23,40,57,67,11,16,39,48,69,10,19,LIBRE,50,72,15,20,41,60,65,1,27,33,58,75,742e7f3df52cd71f20d9d2198c317b88120e0d3f3596c91e72e53b66476fd954
2046,3,16,41,58,67,8,28,37,59,66,4,19,LIBRE,60,75,9,25,35,47,68,6,20,40,55,74,99c678a74a3d219826554887c91501624e4390ca2e615015d90bef4eef75cf98
2047,2,26,40,51,74,4,21,41,53,62,7,17,LIBRE,56,73,9,30,36,54,75,13,23,39,57,63,a0e4ceb9b7254e9e3a37f40007997f5831a40f2b0c971870e7c0bddc7663998f
2048,12,25,39,51,71,1,16,42,59,73,8,21,LIBRE,60,70,6,19,33,57,61,9,18,40,58,63,5a7c0f2fe6d1f189810817a9156075dee448623ed3fbe78a4788f6be4a4f85fb
2049,14,28,34,56,70,7,17,45,48,72,2,22,LIBRE,53,63,3,26,36,52,73,13,20,43,55,61,8662b572546a282e2031280b1155214c4f5270ec91d605d6b18f8491e2def7ca
2050,1,22,32,52,67,5,24,39,51,61,12,17,LIBRE,60,73,10,21,36,57,74,7,18,33,46,64,cf9d56e593929e72ada1e676237598347c37c2bcc2a6ec7a5a30d942cf5758cb
2051,1,24,37,49,70,13,25,40,56,71,11,26,LIBRE,47,74,9,22,43,46,66,10,23,45,48,72,7444b4bfba24d11e9b57cb26df95012d218e7a8734a1419aec84098c3c868d8c
2052,15,17,45,58,72,8,26,34,53,66,7,27,LIBRE,57,62,1,16,42,52,70,6,20,33,50,68,be2e0efd8260f582facc8cc74b3d5cefbbd824746e9e12b5845f56ac1a0f808f
2053,10,29,42,54,72,6,27,38,60,61,4,22,LIBRE,57,62,11,19,40,48,65,7,17,45,55,69,73260a984136725511e9567f703eb3767f9937e10ffec1a24cd6614fd443a592
2054,6,21,39,49,70,14,30,40,51,68,10,16,LIBRE,59,69,8,18,34,52,74,13,27,35,56,73,eca54456ea13bda2689463041ed7321ff5a4ff2233559acff086a8b18ff92f79
2055,2,22,45,56,67,12,18,34,58,74,4,26,LIBRE,50,65,10,19,36,54,63,1,21,38,60,69,27b5699fcaf3152f5dd6c84b56a25ed20cfb74f137f98bd645660c2ff48a5ba2
2056,3,25,39,51,65,10,19,36,56,62,1,30,LIBRE,60,61,8,16,40,52,69,11,24,35,46,66,3fda4c77c6abe0a5def84e70d0b6e62b658ad338411eb6c85db73ad9bc10b7a0
2057,14,27,37,60,67,3,16,43,55,65,15,20,LIBRE,54,66,9,22,44,49,63,11,30,40,47,68,3b9de27ab728d5761abac1d4a403a98382ed227b151b08dcefc561f43020f9fd
2058,2,23,37,49,64,4,18,42,60,74,10,21,LIBRE,55,69,15,19,33,54,67,5,28,35,47,70,c11dd52ac1ab96413985c44bcb82cab6630874e3c4901d902fc8a1640fa033d4
2059,1,24,35,55,75,13,18,45,51,64,10,22,LIBRE,54,61,6,30,34,48,73,9,21,36,56,63,7b792037b78ebc9c1d8c8928bb9e599e298e601d7bcd26caf1d72be9401dbcbf
2060,8,30,36,59,70,15,25,34,54,73,4,29,LIBRE,55,65,1,16,39,51,72,9,28,44,52,71,bea405210e36e14581c119ad812d8d6797b8dfeccf5e4ab9211dbbb9d1099e7a
2061,7,16,32,59,70,13,23,36,50,75,12,25,LIBRE,58,67,9,22,35,48,72,3,17,39,60,68,bca0f84266373c58bb18eb2b05b23bea7974375f3059419dcd3b6ebe92f77ecb
2062,3,17,32,56,66,10,28,42,47,72,15,21,LIBRE,55,73,9,19,43,57,61,2,25,39,59,62,71e7bc585b282f2408cc88c9a3a97f4763dc574ec497bd8c7f3c2d0d47891b1d
2063,12,21,39,48,66,6,26,40,47,62,10,24,LIBRE,59,63,8,23,43,50,69,11,30,35,46,71,ab793e3d01f2780747d4fc11c3d9d428f3f42640c3ac7052b20ed0a24dedcfdf
2064,1,25,36,59,71,10,30,42,57,65,7,18,LIBRE,51,64,3,20,41,52,69,5,26,40,60,68,97ed2054cc3fb5cfce9372d397f70aa0ebf27de9f041ed4bafef4a27da5e4b04
2065,12,26,32,54,66,6,19,38,48,62,13,21,LIBRE,53,72,10,28,37,58,74,11,18,39,51,70,4d4db114bdccf776c81c26dcc4dc5db4695c50a90e976fc94acbdb304c1c3612
2066,14,29,37,46,72,10,25,31,48,65,5,30,LIBRE,60,64,15,26,33,47,67,9,28,35,57,62,2638609c709c17aaee62ddd4954240114de6b2a77f0ed3e8dc5d8bea18ca01f5
2067,2,30,36,52,64,12,17,42,53,68,5,19,LIBRE,47,65,4,27,37,56,66,13,25,44,48,67,09394936659eef3cd76a2ae7358d4fc46b7714ffddec3b7be2725ec2138a05f8
2068,13,17,43,56,71,11,23,32,49,65,3,21,LIBRE,46,63,4,29,31,58,67,12,18,34,48,74,de7150bdfe3bb5e67b1d297823ce0d61bb74a9bc3fe56a5f50e7ccdf81c6329f
2069,14,30,33,50,62,1,21,42,59,65,12,27,LIBRE,48,64,3,28,40,60,61,7,24,35,54,70,b4d0f4d4475ef71c6ec6f6dac173453a5f0cef91d76659a6fa21a1f5461ade36
